user_id,event_id,timestamp,rsvp_status,compatibility_score
U0013,E0067,2026-01-29T10:41:41.135365,going,7
U0013,E0054,2026-01-29T10:41:41.135374,going,7
U0013,E0065,2026-02-06T10:41:41.135377,going,8
U0013,E0109,2026-01-28T10:41:41.135379,going,7
U0013,E0095,2026-02-13T10:41:41.135382,interested,7
U0014,E0104,2026-01-28T10:41:41.135805,going,8
U0014,E0117,2026-01-02T10:41:41.135809,going,8
U0014,E0082,2025-12-27T10:41:41.135811,going,8
U0014,E0010,2026-02-18T10:41:41.135814,interested,7
U0014,E0011,2026-01-25T10:41:41.135817,going,7
U0014,E0035,2026-02-21T10:41:41.135820,going,7
U0015,E0043,2025-12-27T10:41:41.136309,interested,9
U0015,E0038,2026-01-04T10:41:41.136312,going,8
U0015,E0101,2026-01-28T10:41:41.136315,going,8
U0015,E0050,2026-01-23T10:41:41.136318,going,8
U0015,E0136,2026-02-16T10:41:41.136321,interested,8
U0015,E0006,2026-01-24T10:41:41.136324,going,8
U0015,E0052,2026-01-12T10:41:41.136326,going,9
U0015,E0131,2025-12-30T10:41:41.136329,going,8
U0015,E0091,2026-01-11T10:41:41.136331,going,8
U0015,E0013,2026-01-30T10:41:41.136334,going,7
U0015,E0073,2026-01-16T10:41:41.136337,going,8
U0015,E0124,2025-12-28T10:41:41.136339,going,7
U0015,E0092,2026-02-24T10:41:41.136342,going,8
U0015,E0080,2026-01-28T10:41:41.136345,going,7
U0015,E0071,2026-01-21T10:41:41.136348,going,7
U0016,E0061,2026-01-03T10:41:41.136799,going,8
U0016,E0083,2026-02-12T10:41:41.136802,going,7
U0016,E0022,2026-01-27T10:41:41.136805,going,8
U0016,E0037,2026-02-20T10:41:41.136808,going,7
U0016,E0121,2026-01-16T10:41:41.136811,interested,7
U0016,E0030,2026-02-05T10:41:41.136813,going,7
U0016,E0014,2026-01-25T10:41:41.136816,going,7
U0016,E0087,2026-01-21T10:41:41.136819,going,7
U0016,E0021,2026-02-15T10:41:41.136821,going,7
U0016,E0106,2026-02-16T10:41:41.136824,going,7
U0016,E0128,2026-01-29T10:41:41.136827,going,7
U0017,E0136,2026-02-18T10:41:41.137239,interested,8
U0017,E0069,2025-12-28T10:41:41.137242,interested,7
U0017,E0133,2026-01-13T10:41:41.137245,interested,7
U0018,E0071,2026-02-14T10:41:41.137645,going,7
U0018,E0106,2026-01-22T10:41:41.137648,going,7
U0018,E0023,2026-01-17T10:41:41.137651,going,7
U0018,E0121,2026-01-22T10:41:41.137654,interested,7
U0019,E0013,2026-01-13T10:41:41.138055,going,7
U0019,E0047,2026-01-12T10:41:41.138058,interested,7
U0019,E0101,2026-01-15T10:41:41.138061,interested,8
U0021,E0101,2026-02-15T10:41:41.138880,interested,8
U0021,E0131,2026-01-23T10:41:41.138883,interested,8
U0022,E0147,2026-02-12T10:41:41.139322,going,8
U0022,E0065,2026-02-20T10:41:41.139325,going,8
U0022,E0102,2026-02-15T10:41:41.139333,going,8
U0022,E0047,2025-12-30T10:41:41.139336,going,7
U0022,E0022,2026-01-22T10:41:41.139338,going,8
U0022,E0059,2026-02-09T10:41:41.139341,going,7
U0022,E0100,2026-02-18T10:41:41.139343,interested,7
U0023,E0092,2026-01-03T10:41:41.139684,going,9
U0024,E0118,2026-02-19T10:41:41.140170,interested,8
U0024,E0122,2025-12-29T10:41:41.140173,going,8
U0024,E0054,2026-01-20T10:41:41.140176,interested,7
U0024,E0110,2026-02-20T10:41:41.140179,interested,7
U0024,E0034,2026-02-13T10:41:41.140181,interested,7
U0024,E0109,2026-01-06T10:41:41.140184,interested,7
U0025,E0028,2026-01-12T10:41:41.140584,going,7
U0025,E0121,2026-01-26T10:41:41.140588,interested,7
U0025,E0124,2026-02-04T10:41:41.140590,interested,7
U0026,E0083,2026-02-03T10:41:41.140964,going,7
U0026,E0018,2026-01-03T10:41:41.140967,going,7
U0026,E0053,2026-02-05T10:41:41.140970,interested,7
U0026,E0004,2026-01-29T10:41:41.140972,going,7
U0026,E0070,2026-01-19T10:41:41.140975,going,8
U0026,E0102,2026-01-21T10:41:41.140978,going,8
U0026,E0071,2026-01-06T10:41:41.140980,going,7
U0027,E0043,2026-02-11T10:41:41.141374,going,8
U0027,E0086,2025-12-27T10:41:41.141377,going,7
U0027,E0119,2026-02-15T10:41:41.141379,going,7
U0027,E0060,2026-02-14T10:41:41.141382,interested,7
U0027,E0114,2025-12-31T10:41:41.141385,going,7
U0028,E0121,2026-02-17T10:41:41.141794,going,7
U0028,E0009,2026-01-13T10:41:41.141797,going,7
U0028,E0047,2026-02-13T10:41:41.141800,interested,7
U0029,E0130,2026-01-31T10:41:41.142207,going,8
U0029,E0149,2026-01-09T10:41:41.142210,going,7
U0029,E0023,2026-02-03T10:41:41.142213,going,7
U0029,E0037,2026-01-08T10:41:41.142215,interested,7
U0029,E0083,2026-01-28T10:41:41.142218,interested,8
U0030,E0046,2025-12-28T10:41:41.142592,going,7
U0030,E0137,2026-01-26T10:41:41.142595,interested,7
U0030,E0009,2026-01-09T10:41:41.142598,going,7
U0030,E0011,2026-02-13T10:41:41.142600,interested,7
U0031,E0144,2026-01-23T10:41:41.143006,interested,8
U0031,E0026,2026-01-23T10:41:41.143009,interested,8
U0031,E0086,2026-01-14T10:41:41.143012,interested,8
U0031,E0122,2026-02-08T10:41:41.143015,going,8
U0031,E0069,2026-02-09T10:41:41.143018,interested,7
U0032,E0071,2026-02-24T10:41:41.143400,going,8
U0032,E0047,2026-02-04T10:41:41.143403,interested,8
U0033,E0147,2026-01-04T10:41:41.143853,interested,8
U0033,E0011,2026-01-06T10:41:41.143856,going,7
U0033,E0113,2026-01-26T10:41:41.143859,going,7
U0033,E0036,2026-02-18T10:41:41.143861,going,7
U0033,E0052,2026-01-01T10:41:41.143864,interested,8
U0033,E0021,2026-01-07T10:41:41.143866,going,7
U0033,E0046,2026-02-08T10:41:41.143869,going,7
U0033,E0127,2026-01-05T10:41:41.143872,interested,8
U0033,E0133,2026-01-28T10:41:41.143874,going,7
U0033,E0129,2026-02-23T10:41:41.143877,going,8
U0034,E0131,2026-01-26T10:41:41.144245,interested,8
U0034,E0082,2026-02-02T10:41:41.144248,going,8
U0034,E0118,2026-02-02T10:41:41.144251,interested,8
U0035,E0053,2026-02-12T10:41:41.144666,going,7
U0035,E0122,2026-01-16T10:41:41.144669,interested,8
U0035,E0010,2026-02-13T10:41:41.144672,going,7
U0035,E0005,2026-02-11T10:41:41.144675,interested,7
U0035,E0086,2026-02-18T10:41:41.144677,going,7
U0035,E0049,2025-12-28T10:41:41.144680,going,7
U0037,E0016,2025-12-29T10:41:41.145475,going,8
U0037,E0091,2026-02-17T10:41:41.145478,going,7
U0037,E0113,2026-02-15T10:41:41.145480,interested,7
U0037,E0073,2026-02-18T10:41:41.145483,going,7
U0039,E0009,2026-02-19T10:41:41.146283,interested,8
U0039,E0127,2026-02-03T10:41:41.146286,going,8
U0039,E0047,2026-01-24T10:41:41.146289,interested,7
U0040,E0103,2026-01-06T10:41:41.146796,interested,8
U0040,E0130,2026-02-15T10:41:41.146799,going,8
U0041,E0080,2026-02-11T10:41:41.147219,going,7
U0041,E0130,2026-02-13T10:41:41.147222,interested,8
U0041,E0107,2026-01-20T10:41:41.147225,going,7
U0042,E0103,2026-02-11T10:41:41.147659,interested,8
U0042,E0124,2026-02-15T10:41:41.147662,going,7
U0042,E0135,2026-02-20T10:41:41.147665,going,7
U0043,E0043,2026-02-23T10:41:41.148046,going,8
U0043,E0060,2026-02-11T10:41:41.148049,going,7
U0043,E0121,2026-01-22T10:41:41.148052,interested,7
U0044,E0047,2025-12-27T10:41:41.148456,going,7
U0044,E0083,2026-02-11T10:41:41.148459,interested,7
U0044,E0092,2026-01-14T10:41:41.148462,going,8
U0044,E0067,2026-02-01T10:41:41.148464,going,7
U0044,E0124,2026-01-30T10:41:41.148467,going,7
U0045,E0118,2026-02-18T10:41:41.148880,going,8
U0045,E0057,2026-01-22T10:41:41.148883,going,7
U0046,E0117,2026-01-22T10:41:41.149289,interested,8
U0046,E0071,2026-01-11T10:41:41.149292,going,7
U0047,E0009,2026-01-21T10:41:41.149738,going,7
U0047,E0090,2026-02-19T10:41:41.149741,interested,7
U0047,E0011,2026-01-22T10:41:41.149744,going,7
U0047,E0097,2026-02-19T10:41:41.149746,interested,7
U0047,E0096,2026-02-08T10:41:41.149754,interested,7
U0047,E0140,2026-01-20T10:41:41.149757,going,7
U0048,E0143,2026-01-31T10:41:41.150146,going,7
U0048,E0095,2026-02-02T10:41:41.150149,interested,7
U0048,E0072,2026-01-07T10:41:41.150152,interested,7
U0048,E0096,2025-12-31T10:41:41.150154,going,7
U0048,E0147,2026-02-13T10:41:41.150157,interested,8
U0049,E0016,2026-01-06T10:41:41.150566,going,8
U0049,E0117,2026-02-22T10:41:41.150570,going,8
U0049,E0002,2025-12-31T10:41:41.150572,going,7
U0051,E0068,2026-01-23T10:41:41.151483,interested,8
U0051,E0103,2026-01-14T10:41:41.151486,going,8
U0051,E0002,2026-02-05T10:41:41.151489,going,8
U0051,E0019,2026-02-03T10:41:41.151492,going,8
U0051,E0138,2026-01-16T10:41:41.151495,going,8
U0051,E0047,2026-01-20T10:41:41.151499,going,8
U0052,E0050,2026-01-18T10:41:41.151874,going,7
U0053,E0119,2026-01-24T10:41:41.152305,going,8
U0053,E0070,2026-02-17T10:41:41.152308,going,8
U0053,E0065,2026-01-24T10:41:41.152311,going,8
U0053,E0125,2025-12-29T10:41:41.152313,interested,8
U0053,E0081,2026-02-16T10:41:41.152316,going,7
U0053,E0037,2026-01-20T10:41:41.152319,going,7
U0053,E0043,2026-02-09T10:41:41.152321,going,8
U0054,E0084,2026-02-16T10:41:41.152725,going,8
U0054,E0023,2025-12-31T10:41:41.152728,interested,7
U0054,E0090,2026-01-22T10:41:41.152730,going,7
U0054,E0109,2025-12-29T10:41:41.152733,going,7
U0054,E0120,2026-02-03T10:41:41.152736,interested,8
U0055,E0124,2026-01-29T10:41:41.153127,interested,7
U0055,E0121,2026-02-18T10:41:41.153130,going,7
U0055,E0018,2026-02-11T10:41:41.153133,interested,7
U0055,E0106,2026-02-06T10:41:41.153136,going,7
U0055,E0037,2026-01-24T10:41:41.153138,interested,7
U0055,E0112,2026-01-19T10:41:41.153141,interested,7
U0056,E0117,2025-12-29T10:41:41.153543,going,8
U0057,E0136,2026-02-05T10:41:41.153959,interested,8
U0057,E0129,2026-02-10T10:41:41.153962,going,8
U0057,E0031,2026-01-05T10:41:41.153965,going,8
U0057,E0062,2026-01-04T10:41:41.153968,going,7
U0058,E0136,2026-01-28T10:41:41.154346,interested,8
U0058,E0011,2026-02-13T10:41:41.154349,interested,3
U0059,E0141,2026-02-16T10:41:41.154793,going,7
U0059,E0054,2026-01-05T10:41:41.154796,interested,7
U0059,E0023,2026-02-01T10:41:41.154799,interested,7
U0059,E0125,2026-01-23T10:41:41.154801,interested,8
U0059,E0036,2026-02-17T10:41:41.154804,interested,7
U0059,E0027,2026-01-24T10:41:41.154807,interested,7
U0059,E0103,2026-02-06T10:41:41.154809,going,8
U0060,E0124,2026-01-12T10:41:41.155220,interested,7
U0061,E0022,2025-12-29T10:41:41.155649,going,8
U0061,E0043,2026-02-19T10:41:41.155652,interested,8
U0061,E0009,2026-01-30T10:41:41.155654,interested,7
U0061,E0045,2026-02-10T10:41:41.155657,going,7
U0061,E0106,2026-01-16T10:41:41.155660,going,7
U0061,E0047,2026-02-06T10:41:41.155662,going,7
U0061,E0066,2026-02-03T10:41:41.155665,interested,6
U0061,E0025,2026-02-03T10:41:41.155668,going,7
U0061,E0070,2026-01-20T10:41:41.155671,going,8
U0061,E0037,2026-01-27T10:41:41.155674,interested,7
U0061,E0028,2026-01-01T10:41:41.155676,going,7
U0062,E0102,2026-01-17T10:41:41.156082,interested,8
U0063,E0026,2026-02-10T10:41:41.156476,interested,8
U0064,E0127,2026-02-09T10:41:41.156900,going,8
U0064,E0011,2026-01-05T10:41:41.156903,going,7
U0064,E0135,2026-01-25T10:41:41.156906,going,7
U0065,E0071,2026-02-13T10:41:41.157288,interested,8
U0065,E0074,2026-01-27T10:41:41.157291,going,8
U0065,E0059,2026-02-17T10:41:41.157293,going,6
U0067,E0103,2025-12-28T10:41:41.158094,going,8
U0067,E0027,2026-01-08T10:41:41.158097,going,7
U0067,E0099,2026-02-24T10:41:41.158099,going,7
U0069,E0147,2026-01-31T10:41:41.158956,interested,8
U0069,E0022,2026-01-06T10:41:41.158959,going,8
U0069,E0029,2026-01-21T10:41:41.158962,going,7
U0069,E0081,2026-02-08T10:41:41.158964,interested,7
U0069,E0122,2026-02-04T10:41:41.158967,going,8
U0069,E0026,2026-01-05T10:41:41.158969,going,8
U0069,E0037,2026-02-14T10:41:41.158972,going,7
U0069,E0119,2026-01-15T10:41:41.158975,going,7
U0069,E0059,2026-01-04T10:41:41.158977,interested,7
U0069,E0086,2025-12-30T10:41:41.158980,going,7
U0069,E0087,2026-02-04T10:41:41.158982,going,7
U0069,E0000,2026-02-17T10:41:41.158985,going,7
U0069,E0112,2026-02-14T10:41:41.158988,interested,7
U0069,E0039,2026-02-16T10:41:41.158990,interested,7
U0069,E0023,2026-02-22T10:41:41.158993,interested,7
U0070,E0117,2026-01-17T10:41:41.159489,going,8
U0070,E0124,2026-01-28T10:41:41.159492,going,7
U0070,E0045,2026-01-23T10:41:41.159495,interested,7
U0070,E0125,2026-01-23T10:41:41.159497,going,9
U0070,E0094,2025-12-30T10:41:41.159500,going,9
U0070,E0087,2026-01-04T10:41:41.159503,going,7
U0070,E0044,2026-02-20T10:41:41.159505,interested,7
U0070,E0129,2026-01-05T10:41:41.159508,going,8
U0070,E0112,2026-01-25T10:41:41.159511,going,7
U0070,E0047,2026-01-25T10:41:41.159513,going,7
U0070,E0060,2026-02-24T10:41:41.159516,interested,7
U0070,E0080,2026-01-03T10:41:41.159518,going,7
U0070,E0102,2026-01-28T10:41:41.159521,going,8
U0070,E0121,2026-02-04T10:41:41.159523,going,7
U0070,E0062,2026-02-20T10:41:41.159526,interested,7
U0071,E0022,2026-01-15T10:41:41.159920,interested,8
U0071,E0129,2026-01-21T10:41:41.159924,interested,8
U0071,E0062,2025-12-31T10:41:41.159926,interested,7
U0072,E0131,2026-01-11T10:41:41.160364,interested,8
U0072,E0106,2026-01-11T10:41:41.160367,going,7
U0072,E0069,2026-01-02T10:41:41.160369,going,7
U0072,E0034,2026-02-07T10:41:41.160372,going,7
U0072,E0136,2026-01-19T10:41:41.160375,going,8
U0072,E0042,2026-02-14T10:41:41.160378,interested,7
U0072,E0047,2026-02-01T10:41:41.160380,going,7
U0072,E0049,2026-01-02T10:41:41.160383,going,7
U0072,E0146,2026-01-14T10:41:41.160387,going,7
U0072,E0089,2026-02-21T10:41:41.160390,going,7
U0073,E0094,2026-01-26T10:41:41.160803,interested,9
U0073,E0022,2026-02-21T10:41:41.160806,going,8
U0074,E0147,2026-01-11T10:41:41.161210,going,8
U0074,E0046,2026-02-15T10:41:41.161214,going,7
U0074,E0015,2026-01-14T10:41:41.161216,going,7
U0075,E0081,2025-12-31T10:41:41.161750,going,8
U0075,E0008,2026-01-31T10:41:41.161753,going,7
U0075,E0021,2026-02-21T10:41:41.161756,going,7
U0075,E0004,2026-02-14T10:41:41.161759,going,7
U0075,E0143,2026-01-11T10:41:41.161762,going,7
U0075,E0127,2026-02-18T10:41:41.161764,going,8
U0075,E0039,2026-01-27T10:41:41.161767,going,8
U0075,E0124,2026-01-03T10:41:41.161769,going,7
U0075,E0010,2026-01-16T10:41:41.161772,going,7
U0075,E0119,2025-12-28T10:41:41.161775,going,7
U0075,E0053,2026-02-19T10:41:41.161777,going,7
U0075,E0106,2026-01-04T10:41:41.161780,interested,7
U0075,E0111,2026-02-22T10:41:41.161782,going,7
U0075,E0064,2026-02-11T10:41:41.161785,interested,7
U0075,E0059,2025-12-28T10:41:41.161788,interested,7
U0076,E0022,2026-02-17T10:41:41.162178,interested,8
U0076,E0043,2026-01-25T10:41:41.162182,going,8
U0077,E0122,2025-12-30T10:41:41.162700,interested,8
U0077,E0023,2026-01-12T10:41:41.162703,going,8
U0077,E0065,2026-02-22T10:41:41.162706,interested,8
U0077,E0020,2026-01-18T10:41:41.162708,going,7
U0077,E0127,2026-02-11T10:41:41.162711,going,8
U0077,E0041,2026-01-29T10:41:41.162713,interested,7
U0077,E0133,2026-02-13T10:41:41.162716,interested,7
U0077,E0110,2025-12-28T10:41:41.162719,interested,7
U0077,E0078,2026-01-31T10:41:41.162721,going,7
U0077,E0054,2026-02-10T10:41:41.162724,going,7
U0078,E0131,2026-01-17T10:41:41.163152,going,9
U0079,E0082,2026-02-22T10:41:41.163642,interested,8
U0079,E0129,2025-12-30T10:41:41.163646,interested,9
U0079,E0118,2026-01-04T10:41:41.163649,going,8
U0079,E0113,2026-01-25T10:41:41.163651,interested,8
U0079,E0015,2026-01-01T10:41:41.163654,interested,7
U0079,E0092,2026-02-18T10:41:41.163656,going,8
U0079,E0088,2026-01-20T10:41:41.163659,interested,7
U0079,E0047,2026-02-23T10:41:41.163662,going,7
U0080,E0025,2026-01-12T10:41:41.164137,going,7
U0080,E0117,2026-02-09T10:41:41.164140,going,8
U0081,E0009,2026-02-01T10:41:41.164612,interested,8
U0081,E0102,2026-01-10T10:41:41.164616,interested,8
U0081,E0053,2026-01-29T10:41:41.164618,going,7
U0081,E0074,2026-02-12T10:41:41.164621,going,7
U0081,E0022,2026-02-10T10:41:41.164624,interested,8
U0081,E0049,2026-02-22T10:41:41.164626,interested,7
U0081,E0071,2026-01-30T10:41:41.164629,interested,7
U0081,E0121,2026-01-17T10:41:41.164632,going,7
U0081,E0070,2026-01-22T10:41:41.164634,interested,8
U0081,E0028,2026-02-06T10:41:41.164637,going,7
U0081,E0083,2026-02-20T10:41:41.164640,going,7
U0081,E0051,2026-02-01T10:41:41.164642,going,7
U0081,E0132,2026-02-05T10:41:41.164645,going,7
U0081,E0124,2026-01-03T10:41:41.164647,interested,8
U0081,E0087,2025-12-28T10:41:41.164650,going,7
U0082,E0036,2026-01-21T10:41:41.165054,interested,7
U0082,E0127,2025-12-31T10:41:41.165057,going,8
U0082,E0138,2026-01-06T10:41:41.165060,going,8
U0082,E0107,2026-02-04T10:41:41.165063,going,7
U0082,E0047,2025-12-27T10:41:41.165065,going,7
U0082,E0098,2026-01-11T10:41:41.165068,interested,7
U0083,E0147,2026-01-21T10:41:41.165502,interested,8
U0083,E0008,2026-02-23T10:41:41.165505,going,7
U0083,E0090,2026-02-01T10:41:41.165507,interested,7
U0083,E0065,2026-01-03T10:41:41.165510,going,8
U0083,E0072,2025-12-28T10:41:41.165513,interested,7
U0084,E0135,2026-02-09T10:41:41.165934,going,7
U0084,E0050,2025-12-27T10:41:41.165937,going,7
U0084,E0015,2026-02-14T10:41:41.165940,going,7
U0084,E0028,2026-01-09T10:41:41.165943,going,7
U0085,E0014,2026-02-15T10:41:41.166374,going,7
U0085,E0030,2026-02-11T10:41:41.166377,interested,7
U0085,E0090,2026-01-22T10:41:41.166380,going,7
U0085,E0121,2026-01-21T10:41:41.166383,going,7
U0085,E0083,2026-01-25T10:41:41.166385,going,7
U0085,E0132,2026-02-03T10:41:41.166388,going,7
U0086,E0138,2026-01-25T10:41:41.166968,going,9
U0086,E0050,2026-01-03T10:41:41.166971,going,8
U0086,E0117,2026-02-21T10:41:41.166974,going,8
U0086,E0091,2026-01-10T10:41:41.166977,interested,8
U0086,E0122,2026-02-04T10:41:41.166980,interested,8
U0086,E0006,2025-12-31T10:41:41.166983,going,8
U0086,E0005,2026-01-21T10:41:41.166985,going,8
U0086,E0115,2026-01-15T10:41:41.166988,interested,8
U0086,E0023,2026-02-21T10:41:41.166991,going,8
U0086,E0101,2025-12-30T10:41:41.166993,going,8
U0086,E0011,2026-02-07T10:41:41.166996,interested,7
U0086,E0054,2026-01-27T10:41:41.166998,going,7
U0086,E0071,2026-02-04T10:41:41.167001,going,7
U0086,E0007,2026-02-08T10:41:41.167004,going,7
U0086,E0038,2026-01-15T10:41:41.167006,interested,8
U0087,E0022,2026-01-03T10:41:41.167421,interested,8
U0087,E0128,2026-01-09T10:41:41.167424,interested,7
U0087,E0043,2026-02-05T10:41:41.167427,going,8
U0087,E0050,2026-02-20T10:41:41.167429,interested,7
U0087,E0049,2026-02-11T10:41:41.167432,going,7
U0087,E0023,2026-01-16T10:41:41.167435,interested,7
U0088,E0094,2026-02-24T10:41:41.167896,interested,8
U0088,E0007,2026-02-24T10:41:41.167899,going,7
U0089,E0125,2026-02-03T10:41:41.168352,going,8
U0089,E0019,2026-01-08T10:41:41.168355,interested,8
U0089,E0138,2026-02-09T10:41:41.168358,going,8
U0089,E0004,2026-01-19T10:41:41.168361,going,7
U0089,E0008,2026-01-29T10:41:41.168363,going,7
U0089,E0083,2026-01-30T10:41:41.168366,going,7
U0089,E0001,2026-01-21T10:41:41.168368,going,7
U0090,E0065,2025-12-27T10:41:41.168830,going,8
U0090,E0105,2026-01-20T10:41:41.168850,going,7
U0090,E0122,2026-02-19T10:41:41.168855,interested,8
U0090,E0078,2026-02-19T10:41:41.168858,going,7
U0091,E0071,2026-02-10T10:41:41.169302,interested,8
U0091,E0082,2026-01-20T10:41:41.169306,going,8
U0091,E0088,2026-01-06T10:41:41.169309,going,7
U0091,E0001,2026-01-13T10:41:41.169311,going,7
U0091,E0130,2026-02-18T10:41:41.169314,going,8
U0092,E0118,2026-01-25T10:41:41.169787,going,8
U0092,E0101,2025-12-29T10:41:41.169791,interested,8
U0092,E0033,2026-02-20T10:41:41.169793,going,7
U0093,E0117,2026-02-16T10:41:41.170232,going,8
U0093,E0092,2026-01-20T10:41:41.170236,interested,8
U0093,E0013,2025-12-28T10:41:41.170239,interested,7
U0093,E0124,2026-02-07T10:41:41.170242,going,7
U0093,E0067,2026-01-10T10:41:41.170244,going,7
U0093,E0066,2026-02-17T10:41:41.170247,going,7
U0093,E0071,2026-02-15T10:41:41.170250,interested,7
U0094,E0045,2025-12-27T10:41:41.170686,interested,7
U0094,E0051,2026-02-16T10:41:41.170689,going,7
U0094,E0074,2026-01-31T10:41:41.170692,going,7
U0095,E0102,2026-02-04T10:41:41.171222,going,8
U0095,E0125,2026-02-13T10:41:41.171226,going,8
U0095,E0148,2025-12-28T10:41:41.171228,going,7
U0095,E0053,2026-01-17T10:41:41.171231,going,7
U0095,E0081,2025-12-29T10:41:41.171234,going,7
U0095,E0009,2026-01-21T10:41:41.171236,going,7
U0095,E0114,2026-02-24T10:41:41.171239,interested,7
U0095,E0069,2026-02-06T10:41:41.171243,going,7
U0095,E0043,2026-01-18T10:41:41.171245,going,8
U0095,E0070,2026-01-04T10:41:41.171248,interested,8
U0095,E0060,2026-01-19T10:41:41.171250,going,7
U0095,E0119,2026-02-18T10:41:41.171253,going,7
U0096,E0085,2026-01-30T10:41:41.171737,interested,7
U0096,E0019,2026-02-14T10:41:41.171741,going,8
U0096,E0099,2026-01-03T10:41:41.171744,going,7
U0096,E0123,2026-02-21T10:41:41.171747,interested,7
U0097,E0044,2026-01-27T10:41:41.172175,going,7
U0098,E0082,2026-02-17T10:41:41.172621,interested,8
U0098,E0047,2026-01-11T10:41:41.172625,going,7
U0098,E0054,2026-01-06T10:41:41.172627,interested,7
U0099,E0106,2026-02-12T10:41:41.173132,going,7
U0099,E0124,2026-01-21T10:41:41.173138,going,7
U0099,E0045,2026-01-10T10:41:41.173141,going,7
U0099,E0080,2025-12-29T10:41:41.173144,going,7
U0099,E0002,2026-01-26T10:41:41.173146,going,7
U0099,E0047,2026-02-04T10:41:41.173149,interested,7
U0100,E0147,2026-02-07T10:41:41.173559,interested,8
U0100,E0143,2026-01-07T10:41:41.173562,going,7
U0100,E0008,2026-01-14T10:41:41.173565,interested,7
U0100,E0096,2026-01-05T10:41:41.173568,interested,7
U0100,E0139,2026-01-29T10:41:41.173570,going,7
U0101,E0127,2026-02-07T10:41:41.174042,interested,8
U0101,E0092,2026-01-28T10:41:41.174045,going,8
U0102,E0110,2026-01-08T10:41:41.174464,interested,7
U0102,E0095,2026-02-01T10:41:41.174467,going,7
U0103,E0125,2026-01-31T10:41:41.174987,going,8
U0103,E0144,2026-01-13T10:41:41.174990,going,8
U0103,E0084,2026-01-18T10:41:41.174993,going,7
U0103,E0056,2026-02-01T10:41:41.174996,going,7
U0103,E0035,2026-01-13T10:41:41.174999,going,7
U0103,E0008,2026-01-13T10:41:41.175013,going,7
