event_id,name,artist_ids,art_forms,genres,language,region,venue,style,mood_tags,festival,festivals,event_type,date,capacity,ticket_price,status,capacity_norm,ticket_price_norm
E0010,Evening with Siva Jayasuriya,"['A0493', 'A0158', 'A0468']","['visual_arts', 'dance', 'music']","['contemporary', 'devotional_hindu', 'carnatic', 'traditional', 'sabaragamuwa']","['tamil', 'sinhala', 'english']",northern,Jaffna Public Library Hall,['contemporary'],"['spiritual', 'intellectual', 'patriotic']",Unknown,[],exhibition,2026-07-03 12:53:44.319355,500,500,upcoming,0.23076923076923078,0.16666666666666666
E0011,Night of Kavinda Jayasuriya,['A0066'],['visual_arts'],['traditional'],['sinhala'],north_western,Sugathadasa Indoor Stadium,['contemporary'],"['celebratory', 'devotional', 'energetic']",Unknown,[],festival,2026-03-02 12:53:44.319370,1000,1000,upcoming,0.48717948717948717,0.3333333333333333
E0012,Night of Chathura Senanayake,"['A0091', 'A0153']","['crafts', 'literature']",['traditional'],['sinhala'],southern,Paradise Road Gallery,['contemporary'],"['intellectual', 'celebratory']",Unknown,[],festival,2026-06-10 12:53:44.319386,2000,500,upcoming,1.0,0.16666666666666666
E0013,Night of Isuru Kumar,"['A0330', 'A0222']","['crafts', 'literature']","['traditional', 'contemporary']","['tamil', 'english']",northern,Colombo University Arts Theatre,['contemporary'],"['reflective', 'energetic', 'romantic']",Unknown,[],workshop,2026-03-25 12:53:44.319402,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0014,Evening with Kasun Bandara,"['A0101', 'A0322']","['visual_arts', 'literature']",['traditional'],['sinhala'],eastern,Ladies' College Auditorium,['contemporary'],"['spiritual', 'intellectual', 'patriotic']",Unknown,[],ritual_ceremony,2026-04-28 12:53:44.319418,1000,1500,upcoming,0.48717948717948717,0.5
E0015,Evening with Lahiru Nadarajah,['A0498'],['drama'],['contemporary'],['english'],eastern,Temple Trees Grounds,['contemporary'],"['devotional', 'reflective']",Unknown,[],exhibition,2026-06-11 12:53:44.319432,50,1000,upcoming,0.0,0.3333333333333333
E0016,Night of Vindya Amarasinghe,"['A0435', 'A0157']","['drama', 'music']","['street_drama', 'nadagam', 'baila']",['sinhala'],north_central,Elphinstone Theatre,['contemporary'],"['celebratory', 'energetic', 'spiritual']",Unknown,[],festival,2026-08-02 12:53:44.319448,2000,0,upcoming,1.0,0.0
E0017,Celebration of Nadeeka Liyanage,"['A0292', 'A0024']","['dance', 'drama']","['street_drama', 'fusion', 'kolam']",['sinhala'],southern,Elphinstone Theatre,"['contemporary', 'traditional', 'fusion']","['patriotic', 'romantic']",Unknown,[],exhibition,2026-06-26 12:53:44.319464,2000,0,upcoming,1.0,0.0
E0018,Live Lasith Kumara,['A0241'],['dance'],['low_country'],['sinhala'],southern,Mount Lavinia Hotel Ballroom,['traditional'],['romantic'],Unknown,[],ritual_ceremony,2026-05-28 12:53:44.319478,50,3000,upcoming,0.0,1.0
E0019,Independence Day - Thisara Dissanayake,"['A0290', 'A0146']","['crafts', 'visual_arts']","['traditional', 'contemporary']","['sinhala', 'english']",western,Bishop's College Auditorium,['contemporary'],"['intellectual', 'energetic', 'reflective']",independence_day,['independence_day'],festival,2026-06-13 12:53:44.319505,100,500,upcoming,0.02564102564102564,0.16666666666666666
E0020,Night of Angelo Silva,['A0147'],['visual_arts'],['contemporary'],"['sinhala', 'english']",central,Kandy Lake Club,['contemporary'],['intellectual'],Unknown,[],workshop,2026-05-18 12:53:44.319521,2000,3000,upcoming,1.0,1.0
E0021,Night of Lakshman Ranasinghe,['A0133'],['crafts'],['contemporary'],['english'],eastern,Cinnamon Lakeside Ballroom,['contemporary'],['reflective'],Unknown,[],performance,2026-02-18 12:53:44.319535,100,1500,upcoming,0.02564102564102564,0.5
E0022,Live Chathurika Perera,['A0389'],['drama'],"['experimental', 'nadagam']",['sinhala'],uva,Gangaramaya Temple Grounds,['contemporary'],"['devotional', 'energetic', 'romantic']",Unknown,[],competition,2026-04-19 12:53:44.319550,2000,0,upcoming,1.0,0.0
E0023,Night of Anusha Kumara,"['A0075', 'A0238']","['dance', 'music']","['bharatanatyam', 'fusion', 'contemporary']","['tamil', 'sinhala', 'english']",southern,Tower Hall Theatre,"['fusion', 'contemporary']","['intellectual', 'devotional', 'romantic']",Unknown,[],concert,2026-03-11 12:53:44.319567,500,500,upcoming,0.23076923076923078,0.16666666666666666
E0024,Live Kamala Pathirana,['A0466'],['literature'],"['traditional', 'contemporary']",['tamil'],western,Colombo Hilton Grand Ballroom,['contemporary'],"['intellectual', 'patriotic', 'celebratory']",Unknown,[],exhibition,2026-06-15 12:53:44.319581,200,1500,upcoming,0.07692307692307693,0.5
E0025,Night of Sachini Nadarajah,"['A0324', 'A0033']","['drama', 'visual_arts']","['traditional', 'nadagam']",['sinhala'],north_central,Waters Edge,['contemporary'],"['intellectual', 'romantic', 'spiritual']",Unknown,[],exhibition,2026-03-14 12:53:44.319597,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0026,Night of Dilshan Weerasinghe,"['A0312', 'A0270', 'A0377']","['music', 'crafts', 'literature']","['traditional', 'contemporary', 'devotional_buddhist']","['tamil', 'sinhala', 'english']",sabaragamuwa,Lumbini Theatre (Havelock Town),"['traditional', 'contemporary']","['spiritual', 'devotional', 'energetic']",Unknown,[],workshop,2026-03-23 12:53:44.319615,100,2000,upcoming,0.02564102564102564,0.6666666666666666
E0027,Evening with Hashini De Silva,"['A0492', 'A0389']","['drama', 'literature']","['experimental', 'traditional', 'contemporary', 'nadagam']","['sinhala', 'english']",southern,Paradise Road Gallery,['contemporary'],"['intellectual', 'devotional', 'energetic']",Unknown,[],ritual_ceremony,2026-05-27 12:53:44.319647,2000,1500,upcoming,1.0,0.5
E0028,Night of Chaminda Kumar,"['A0408', 'A0478']",['dance'],['sabaragamuwa'],['sinhala'],central,Gangaramaya Temple Grounds,['contemporary'],"['spiritual', 'patriotic', 'romantic']",Unknown,[],exhibition,2026-04-14 12:53:44.319663,1000,0,upcoming,0.48717948717948717,0.0
E0029,Night of Shehan Sivarajah,['A0393'],['music'],"['folk_music', 'baila']",['sinhala'],western,Kandy Lake Club,['contemporary'],"['celebratory', 'energetic']",Unknown,[],competition,2026-04-28 12:53:44.319677,500,3000,upcoming,0.23076923076923078,1.0
E0030,Live Sandanari,['A0005'],['literature'],['traditional'],['sinhala'],southern,Nelum Pokuna Theatre,['contemporary'],['intellectual'],Unknown,[],competition,2026-04-02 12:53:44.319690,100,2000,upcoming,0.02564102564102564,0.6666666666666666
E0031,Evening with Anusha Mendis,['A0360'],['drama'],"['street_drama', 'nurti']",['sinhala'],north_western,Harold Peiris Gallery,['contemporary'],"['intellectual', 'reflective']",Unknown,[],concert,2026-05-31 12:53:44.319704,200,1500,upcoming,0.07692307692307693,0.5
E0032,Night of Kavitha Senanayake,['A0430'],['dance'],['bharatanatyam'],['tamil'],northern,Paradise Road Gallery,['contemporary'],['patriotic'],Unknown,[],exhibition,2026-06-05 12:53:44.319718,1000,1500,upcoming,0.48717948717948717,0.5
E0033,Celebration of Nadeeka Ekanayake,"['A0361', 'A0166']","['drama', 'music']","['folk_music', 'nadagam']",['sinhala'],northern,Royal College Main Hall,['contemporary'],"['celebratory', 'devotional', 'romantic']",Unknown,[],exhibition,2026-07-28 12:53:44.319733,50,3000,upcoming,0.0,1.0
E0034,Night of Anusha Ekanayake,['A0127'],['visual_arts'],['traditional'],['sinhala'],southern,Independence Square,['contemporary'],"['intellectual', 'celebratory', 'spiritual']",Unknown,[],workshop,2026-07-18 12:53:44.319747,500,2000,upcoming,0.23076923076923078,0.6666666666666666
E0035,Night of Vijay Silva,"['A0383', 'A0031']","['crafts', 'visual_arts']","['traditional', 'contemporary']",['tamil'],northern,National Museum Auditorium,['contemporary'],"['spiritual', 'romantic', 'reflective']",Unknown,[],workshop,2026-05-14 12:53:44.319774,200,2000,upcoming,0.07692307692307693,0.6666666666666666
E0036,Live Sachini Wijesinghe,"['A0156', 'A0489']","['dance', 'crafts']","['low_country', 'contemporary', 'fusion']","['tamil', 'sinhala']",southern,Elphinstone Theatre,"['traditional', 'contemporary']","['reflective', 'spiritual', 'energetic']",Unknown,[],competition,2026-07-07 12:53:44.319789,500,2000,upcoming,0.23076923076923078,0.6666666666666666
E0037,Celebration of Dinesh De Silva,['A0437'],['crafts'],['traditional'],['sinhala'],eastern,Anuradhapura Cultural Centre,['contemporary'],['devotional'],Unknown,[],competition,2026-07-31 12:53:44.319803,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0038,Night of Madhavi Kumara,['A0240'],['drama'],['nadagam'],['sinhala'],eastern,Galle International Cricket Stadium,['contemporary'],"['celebratory', 'reflective']",Unknown,[],competition,2026-04-07 12:53:44.319817,200,1500,upcoming,0.07692307692307693,0.5
E0039,Evening with Chaminda Kumar,['A0408'],['dance'],['sabaragamuwa'],['sinhala'],central,Diyatha Uyana,['contemporary'],"['spiritual', 'patriotic']",Unknown,[],concert,2026-04-07 12:53:44.319830,100,0,upcoming,0.02564102564102564,0.0
E0040,Night of Ajith Gunasekara,['A0174'],['drama'],['kolam'],['sinhala'],southern,Tower Hall Theatre,['traditional'],"['celebratory', 'devotional']",Unknown,[],competition,2026-08-02 12:53:44.319844,100,0,upcoming,0.02564102564102564,0.0
E0041,Peradeniya Arts Festival - Nalaka Fernando,"['A0216', 'A0158', 'A0051']","['dance', 'visual_arts', 'music']","['carnatic', 'devotional_hindu', 'contemporary', 'sabaragamuwa']","['tamil', 'sinhala', 'english']",eastern,Jaffna Public Library Hall,['contemporary'],"['romantic', 'spiritual', 'intellectual']",peradeniya_arts_festival,['peradeniya_arts_festival'],performance,2026-04-15 12:53:44.319863,50,1000,upcoming,0.0,0.3333333333333333
E0042,Night of Angelo De Silva,['A0191'],['dance'],"['fusion', 'folk']",['sinhala'],north_central,Galle Fort Gateway,"['contemporary', 'fusion']","['celebratory', 'patriotic', 'reflective']",Unknown,[],competition,2026-06-07 12:53:44.319878,100,0,upcoming,0.02564102564102564,0.0
E0043,Night of Annesley Malewana,['A0022'],['crafts'],['traditional'],['sinhala'],northern,Royal College Main Hall,['contemporary'],"['patriotic', 'devotional', 'energetic']",Unknown,[],concert,2026-05-23 12:53:44.319891,50,500,upcoming,0.0,0.16666666666666666
E0044,Celebration of Saman Bandara,"['A0167', 'A0049']","['dance', 'drama']","['contemporary', 'nurti']","['sinhala', 'english']",uva,Lionel Wendt Theatre,['contemporary'],"['celebratory', 'spiritual', 'romantic']",Unknown,[],workshop,2026-03-04 12:53:44.319906,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0045,Live Lasith Wijesinghe,['A0255'],['drama'],['contemporary'],['english'],sabaragamuwa,BMICH (Bandaranaike Memorial International Conference Hall),['contemporary'],"['celebratory', 'energetic']",Unknown,[],ritual_ceremony,2026-07-10 12:53:44.319920,200,3000,upcoming,0.07692307692307693,1.0
E0046,Evening with Ajith Fernando,['A0077'],['literature'],['traditional'],['sinhala'],northern,Paradise Road Gallery,['contemporary'],"['celebratory', 'romantic', 'reflective']",Unknown,[],ritual_ceremony,2026-08-01 12:53:44.319934,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0047,Peradeniya Arts Festival - Chandima Mendis,['A0040'],['literature'],['contemporary'],['english'],central,Mount Lavinia Hotel Ballroom,['contemporary'],['celebratory'],peradeniya_arts_festival,['peradeniya_arts_festival'],festival,2026-03-04 12:53:44.319948,100,500,upcoming,0.02564102564102564,0.16666666666666666
E0048,Live Vel Senanayake,['A0410'],['visual_arts'],"['traditional', 'contemporary']",['tamil'],uva,Nelum Pokuna Theatre,['contemporary'],"['celebratory', 'patriotic']",Unknown,[],workshop,2026-06-22 12:53:44.319962,50,2000,upcoming,0.0,0.6666666666666666
E0049,Night of Mohan Jayawardena,"['A0421', 'A0375']","['drama', 'music']","['street_drama', 'contemporary']","['tamil', 'sinhala']",north_western,Sugathadasa Indoor Stadium,['contemporary'],"['intellectual', 'patriotic', 'devotional']",Unknown,[],concert,2026-05-10 12:53:44.319978,2000,3000,upcoming,1.0,1.0
E0050,Evening with Gayan Amarasinghe,"['A0158', 'A0312']","['dance', 'crafts']","['traditional', 'contemporary', 'sabaragamuwa']","['sinhala', 'english']",north_central,Punchi Theatre (Borella),['contemporary'],"['intellectual', 'patriotic', 'devotional']",Unknown,[],ritual_ceremony,2026-02-27 12:53:44.320003,1000,3000,upcoming,0.48717948717948717,1.0
E0051,Live Thilini Nadarajah,['A0354'],['visual_arts'],['contemporary'],"['sinhala', 'english']",eastern,Dalada Maligawa (Temple of the Tooth),['contemporary'],"['spiritual', 'patriotic']",Unknown,[],ritual_ceremony,2026-05-01 12:53:44.320016,200,1500,upcoming,0.07692307692307693,0.5
E0052,Celebration of Priya Pathirana,"['A0200', 'A0221']",['dance'],"['low_country', 'kandyan', 'contemporary']","['sinhala', 'english']",southern,Elphinstone Theatre,['traditional'],"['spiritual', 'patriotic', 'energetic']",Unknown,[],performance,2026-07-21 12:53:44.320032,2000,500,upcoming,1.0,0.16666666666666666
E0053,Celebration of Nanda Malini,['A0008'],['music'],"['contemporary', 'folk_music']",['sinhala'],uva,National Museum Auditorium,['contemporary'],"['celebratory', 'energetic', 'romantic']",Unknown,[],concert,2026-03-16 12:53:44.320046,50,3000,upcoming,0.0,1.0
E0054,Peradeniya Arts Festival - Nadeesha De Silva,"['A0366', 'A0221']",['dance'],"['kandyan', 'contemporary', 'folk']","['sinhala', 'english']",central,Tower Hall Theatre,"['traditional', 'contemporary']",['energetic'],peradeniya_arts_festival,['peradeniya_arts_festival'],exhibition,2026-06-07 12:53:44.320077,500,0,upcoming,0.23076923076923078,0.0
E0055,Evening with Chandima Pathirana,['A0148'],['drama'],['sokari'],['sinhala'],north_western,University of Peradeniya Open Air Theatre,['contemporary'],"['celebratory', 'energetic']",Unknown,[],concert,2026-05-01 12:53:44.320091,1000,2000,upcoming,0.48717948717948717,0.6666666666666666
E0056,Night of Vasanthi Nadarajah,['A0183'],['dance'],['bharatanatyam'],['tamil'],northern,Paradise Road Gallery,['contemporary'],"['intellectual', 'romantic']",Unknown,[],workshop,2026-06-07 12:53:44.320105,50,1000,upcoming,0.0,0.3333333333333333
E0057,Live Thilini Nadarajah,"['A0354', 'A0493']","['music', 'visual_arts']","['carnatic', 'devotional_hindu', 'contemporary']","['tamil', 'sinhala', 'english']",eastern,National Museum Auditorium,['contemporary'],"['spiritual', 'patriotic', 'devotional']",Unknown,[],concert,2026-06-19 12:53:44.320121,50,3000,upcoming,0.0,1.0
E0058,Night of Chandima Mendis,['A0040'],['literature'],['contemporary'],['english'],central,Regal Theatre (Colombo),['contemporary'],['celebratory'],Unknown,[],ritual_ceremony,2026-03-06 12:53:44.320135,50,3000,upcoming,0.0,1.0
E0059,Night of Yashodha Kumar,['A0248'],['dance'],['contemporary'],"['sinhala', 'english']",north_western,Diyatha Uyana,['contemporary'],['romantic'],Unknown,[],festival,2026-03-07 12:53:44.320149,1000,1000,upcoming,0.48717948717948717,0.3333333333333333
E0060,Live Lakshman Amarasinghe,['A0409'],['literature'],['traditional'],['sinhala'],sabaragamuwa,Cinnamon Grand Ballroom,['contemporary'],"['celebratory', 'devotional']",Unknown,[],competition,2026-03-11 12:53:44.320162,500,500,upcoming,0.23076923076923078,0.16666666666666666
E0061,Live Kamala De Silva,['A0260'],['crafts'],"['traditional', 'contemporary']",['tamil'],eastern,Kelaniya Raja Maha Vihara,['contemporary'],"['intellectual', 'energetic']",Unknown,[],competition,2026-06-27 12:53:44.320176,2000,1000,upcoming,1.0,0.3333333333333333
E0062,Live Nalaka Samaraweera,['A0350'],['literature'],"['traditional', 'contemporary']","['sinhala', 'english']",western,Sugathadasa Indoor Stadium,['contemporary'],"['spiritual', 'energetic']",Unknown,[],workshop,2026-07-12 12:53:44.320190,50,1000,upcoming,0.0,0.3333333333333333
E0063,Evening with Damith Kumara,"['A0195', 'A0171']","['dance', 'music']","['classical_sinhala', 'folk']",['sinhala'],north_western,Cinnamon Grand Ballroom,"['traditional', 'contemporary']","['spiritual', 'patriotic', 'energetic']",Unknown,[],ritual_ceremony,2026-07-02 12:53:44.320205,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0064,Night of Ravi Jayasuriya,['A0268'],['dance'],"['bharatanatyam', 'kandyan']",['tamil'],central,Nelum Pokuna Theatre,['traditional'],['celebratory'],Unknown,[],concert,2026-03-21 12:53:44.320336,2000,1500,upcoming,1.0,0.5
E0065,Evening with Dilini Kumar,"['A0370', 'A0326']","['music', 'visual_arts']","['carnatic', 'traditional']","['tamil', 'sinhala']",north_western,Galle International Cricket Stadium,['contemporary'],"['spiritual', 'reflective']",Unknown,[],concert,2026-08-01 12:53:44.320352,2000,1000,upcoming,1.0,0.3333333333333333
E0066,Live Buddhika Rajapaksa,['A0098'],['drama'],['experimental'],['sinhala'],sabaragamuwa,Colombo University Arts Theatre,['contemporary'],"['intellectual', 'celebratory', 'reflective']",Unknown,[],performance,2026-05-11 12:53:44.320366,500,1000,upcoming,0.23076923076923078,0.3333333333333333
E0067,Evening with Ayesha Gunawardena,['A0114'],['drama'],['street_drama'],['sinhala'],central,Lionel Wendt Theatre,['contemporary'],"['celebratory', 'devotional', 'energetic']",Unknown,[],festival,2026-04-07 12:53:44.320379,50,500,upcoming,0.0,0.16666666666666666
E0068,Celebration of Hiruni Samaraweera,"['A0266', 'A0389', 'A0306']","['drama', 'music']","['nadagam', 'devotional_hindu', 'kolam', 'experimental']","['tamil', 'sinhala']",southern,Mount Lavinia Hotel Ballroom,"['traditional', 'contemporary']","['romantic', 'spiritual', 'energetic']",Unknown,[],competition,2026-07-05 12:53:44.320399,200,0,upcoming,0.07692307692307693,0.0
E0069,Peradeniya Arts Festival - Ravi Rajapaksa,['A0145'],['dance'],['contemporary'],['tamil'],eastern,Cinnamon Lakeside Ballroom,['contemporary'],['intellectual'],peradeniya_arts_festival,['peradeniya_arts_festival'],festival,2026-03-02 12:53:44.320413,200,500,upcoming,0.07692307692307693,0.16666666666666666
E0070,Evening with Saman Gunawardena,['A0288'],['literature'],['contemporary'],['english'],sabaragamuwa,Nelum Pokuna Theatre,['contemporary'],"['devotional', 'romantic', 'reflective']",Unknown,[],workshop,2026-05-18 12:53:44.320427,1000,2000,upcoming,0.48717948717948717,0.6666666666666666
E0071,Celebration of Pandith Amaradeva,['A0035'],['music'],"['contemporary', 'fusion']","['sinhala', 'english']",western,Galle International Cricket Stadium,"['contemporary', 'fusion']","['patriotic', 'devotional', 'reflective']",Unknown,[],exhibition,2026-03-07 12:53:44.320441,50,1500,upcoming,0.0,0.5
E0072,Night of Clarence Wijewardena,['A0023'],['drama'],['experimental'],['sinhala'],eastern,Sugathadasa Indoor Stadium,['contemporary'],['patriotic'],Unknown,[],competition,2026-07-15 12:53:44.320455,200,1500,upcoming,0.07692307692307693,0.5
E0073,Esala Perahera - Anusha Ekanayake,"['A0127', 'A0474', 'A0384']","['dance', 'visual_arts']","['kandyan', 'traditional', 'contemporary']","['sinhala', 'english']",southern,Gangaramaya Temple Grounds,"['traditional', 'contemporary']","['spiritual', 'intellectual', 'celebratory']",esala_perahera,['esala_perahera'],festival,2026-04-04 12:53:44.320473,1000,0,upcoming,0.48717948717948717,0.0
E0074,Night of Ayesha Senanayake,['A0016'],['dance'],['kandyan'],['sinhala'],central,Viharamahadevi Park Open Air Theatre,['traditional'],"['romantic', 'reflective']",Unknown,[],exhibition,2026-05-09 12:53:44.320488,500,1000,upcoming,0.23076923076923078,0.3333333333333333
E0075,Night of Madhavi Kumara,['A0240'],['drama'],['nadagam'],['sinhala'],eastern,Kelaniya Raja Maha Vihara,['contemporary'],"['celebratory', 'reflective']",Unknown,[],workshop,2026-04-12 12:53:44.320504,50,3000,upcoming,0.0,1.0
E0076,Evening with Gayan Kumara,['A0253'],['music'],['fusion'],['sinhala'],uva,Galle International Cricket Stadium,"['contemporary', 'fusion']",['celebratory'],Unknown,[],workshop,2026-03-09 12:53:44.320518,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0077,Celebration of Siva Kumar,['A0144'],['dance'],['bharatanatyam'],['tamil'],northern,Galle International Cricket Stadium,['contemporary'],"['intellectual', 'devotional', 'romantic']",Unknown,[],workshop,2026-02-13 12:53:44.320533,50,500,upcoming,0.0,0.16666666666666666
E0078,Live Lahiru Liyanage,"['A0070', 'A0488']","['drama', 'crafts']","['street_drama', 'traditional']",['sinhala'],eastern,Maharagama Youth Centre,['contemporary'],"['intellectual', 'devotional', 'energetic']",Unknown,[],ritual_ceremony,2026-04-25 12:53:44.320548,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0079,Live Lasith Jayasuriya,"['A0175', 'A0151']","['music', 'visual_arts']","['traditional', 'baila']",['sinhala'],western,Mount Lavinia Hotel Ballroom,['contemporary'],"['celebratory', 'energetic', 'romantic']",Unknown,[],concert,2026-06-19 12:53:44.320563,2000,3000,upcoming,1.0,1.0
E0080,Independence Day - Vijay Wijesinghe,"['A0300', 'A0470']","['crafts', 'visual_arts']",['contemporary'],"['tamil', 'sinhala']",north_western,Galle International Cricket Stadium,['contemporary'],"['spiritual', 'patriotic', 'energetic']",independence_day,['independence_day'],ritual_ceremony,2026-05-23 12:53:44.320579,2000,500,upcoming,1.0,0.16666666666666666
E0081,Evening with Nuwan Gunawardena,['A0261'],['drama'],['contemporary'],['sinhala'],western,Kelaniya Raja Maha Vihara,['contemporary'],['devotional'],Unknown,[],performance,2026-04-30 12:53:44.320613,500,0,upcoming,0.23076923076923078,0.0
E0082,Live Kasun Bandara,['A0103'],['dance'],['sabaragamuwa'],['sinhala'],north_central,Regal Theatre (Colombo),['contemporary'],"['intellectual', 'romantic', 'reflective']",Unknown,[],performance,2026-06-24 12:53:44.320627,100,3000,upcoming,0.02564102564102564,1.0
E0083,Celebration of Ayesha Pathirana,['A0297'],['literature'],['traditional'],['sinhala'],eastern,Gangaramaya Temple Grounds,['contemporary'],['devotional'],Unknown,[],exhibition,2026-04-08 12:53:44.320641,200,500,upcoming,0.07692307692307693,0.16666666666666666
E0084,Evening with Lakshmi Gunawardena,"['A0115', 'A0009']","['literature', 'visual_arts']","['traditional', 'contemporary']","['tamil', 'sinhala']",sabaragamuwa,Dalada Maligawa (Temple of the Tooth),['contemporary'],"['spiritual', 'devotional', 'energetic']",Unknown,[],competition,2026-04-22 12:53:44.320668,50,1500,upcoming,0.0,0.5
E0085,Evening with Nalaka Rathnayake,['A0138'],['drama'],['sokari'],['sinhala'],northern,Galadari Hotel Ballroom,['contemporary'],['patriotic'],Unknown,[],ritual_ceremony,2026-05-20 12:53:44.320682,100,2000,upcoming,0.02564102564102564,0.6666666666666666
E0086,Night of Vasanthi Nadarajah,"['A0183', 'A0051']","['dance', 'music']","['carnatic', 'bharatanatyam', 'devotional_hindu']",['tamil'],northern,Waters Edge,['contemporary'],"['intellectual', 'spiritual', 'devotional']",Unknown,[],festival,2026-03-22 12:53:44.320697,100,500,upcoming,0.02564102564102564,0.16666666666666666
E0087,Night of Saman Bandara,['A0167'],['drama'],['nurti'],['sinhala'],uva,Harold Peiris Gallery,['contemporary'],"['celebratory', 'spiritual', 'romantic']",Unknown,[],workshop,2026-02-24 12:53:44.320711,50,500,upcoming,0.0,0.16666666666666666
E0088,Evening with Kavinda Jayasuriya,['A0066'],['visual_arts'],['traditional'],['sinhala'],north_western,Elphinstone Theatre,['contemporary'],"['celebratory', 'devotional', 'energetic']",Unknown,[],exhibition,2026-02-19 12:53:44.320724,200,1500,upcoming,0.07692307692307693,0.5
E0089,Live Ajith Gunasekara,['A0434'],['dance'],['kandyan'],['sinhala'],central,Galle Face Green,['traditional'],"['intellectual', 'reflective']",Unknown,[],performance,2026-07-28 12:53:44.320738,200,2000,upcoming,0.07692307692307693,0.6666666666666666
E0090,Live Chaminda Ranasinghe,"['A0052', 'A0472']","['dance', 'music']","['classical_sinhala', 'contemporary', 'devotional_buddhist']",['sinhala'],north_central,Waters Edge,"['traditional', 'contemporary']","['celebratory', 'spiritual', 'devotional']",Unknown,[],ritual_ceremony,2026-06-19 12:53:44.320753,50,1000,upcoming,0.0,0.3333333333333333
E0091,Night of Chandima Kumar,['A0220'],['visual_arts'],['contemporary'],['sinhala'],southern,Nelum Pokuna Theatre,['contemporary'],['reflective'],Unknown,[],competition,2026-06-28 12:53:44.320767,50,500,upcoming,0.0,0.16666666666666666
