user_id,event_id,timestamp,rsvp_status,compatibility_score,compatibility_score_norm
U0026,E0489,2026-02-01 12:53:44.401882,going,7,0.6666666666666666
U0027,E0554,2025-12-14 12:53:44.404232,going,7,0.6666666666666666
U0027,E0684,2026-01-21 12:53:44.404235,interested,7,0.6666666666666666
U0027,E0073,2026-01-10 12:53:44.404239,going,8,0.8333333333333334
U0027,E0462,2026-01-05 12:53:44.404241,interested,7,0.6666666666666666
U0027,E0159,2026-01-29 12:53:44.404244,interested,7,0.6666666666666666
U0028,E0223,2026-01-17 12:53:44.406724,interested,8,0.8333333333333334
U0028,E0031,2025-12-19 12:53:44.406747,going,8,0.8333333333333334
U0028,E0142,2026-01-01 12:53:44.406754,going,7,0.6666666666666666
U0028,E0755,2025-12-14 12:53:44.406758,interested,7,0.6666666666666666
U0028,E0775,2026-01-13 12:53:44.406761,interested,7,0.6666666666666666
U0029,E0824,2025-12-21 12:53:44.409038,interested,8,0.8333333333333334
U0029,E0368,2025-12-06 12:53:44.409043,going,8,0.8333333333333334
U0029,E0346,2025-12-29 12:53:44.409046,interested,8,0.8333333333333334
U0029,E0813,2025-12-14 12:53:44.409049,going,9,1.0
U0029,E0066,2025-12-27 12:53:44.409052,interested,8,0.8333333333333334
U0029,E0221,2026-01-09 12:53:44.409055,interested,8,0.8333333333333334
U0029,E0783,2026-01-14 12:53:44.409058,interested,7,0.6666666666666666
U0030,E0163,2026-01-08 12:53:44.411379,going,8,0.8333333333333334
U0030,E0364,2025-12-21 12:53:44.411382,going,9,1.0
U0030,E0904,2026-01-06 12:53:44.411386,going,8,0.8333333333333334
U0031,E0522,2026-01-26 12:53:44.413745,interested,8,0.8333333333333334
U0031,E0331,2025-12-18 12:53:44.413749,interested,8,0.8333333333333334
U0031,E0965,2026-02-02 12:53:44.413752,interested,8,0.8333333333333334
U0031,E0272,2025-12-05 12:53:44.413755,going,7,0.6666666666666666
U0031,E0305,2025-12-20 12:53:44.413758,going,7,0.6666666666666666
U0031,E0352,2026-01-15 12:53:44.413763,going,7,0.6666666666666666
U0031,E0844,2026-01-04 12:53:44.413766,going,7,0.6666666666666666
U0033,E0877,2026-01-06 12:53:44.418236,going,8,0.8333333333333334
U0033,E0062,2026-01-22 12:53:44.418239,interested,7,0.6666666666666666
U0033,E0508,2026-01-06 12:53:44.418242,interested,7,0.6666666666666666
U0033,E0431,2025-12-25 12:53:44.418245,going,7,0.6666666666666666
U0033,E0886,2026-01-03 12:53:44.418248,interested,7,0.6666666666666666
U0033,E0314,2025-12-16 12:53:44.418251,going,8,0.8333333333333334
U0034,E0916,2026-02-02 12:53:44.420397,going,8,0.8333333333333334
U0034,E0069,2025-12-23 12:53:44.420401,interested,7,0.6666666666666666
U0034,E0621,2025-12-05 12:53:44.420404,going,7,0.6666666666666666
U0035,E0163,2026-01-28 12:53:44.422576,going,9,1.0
U0035,E0839,2025-12-30 12:53:44.422580,interested,8,0.8333333333333334
U0035,E0777,2026-01-16 12:53:44.422583,going,8,0.8333333333333334
U0035,E0503,2026-01-02 12:53:44.422586,going,8,0.8333333333333334
U0035,E0053,2025-12-27 12:53:44.422589,going,8,0.8333333333333334
U0035,E0632,2026-01-11 12:53:44.422591,going,8,0.8333333333333334
U0035,E0924,2025-12-28 12:53:44.422594,going,7,0.6666666666666666
U0036,E0697,2026-01-17 12:53:44.424770,going,8,0.8333333333333334
U0036,E0412,2026-01-07 12:53:44.424773,interested,7,0.6666666666666666
U0036,E0094,2026-01-17 12:53:44.424776,going,7,0.6666666666666666
U0036,E0707,2025-12-20 12:53:44.424779,going,7,0.6666666666666666
U0036,E0758,2025-12-09 12:53:44.424782,going,8,0.8333333333333334
U0037,E0656,2026-01-27 12:53:44.427142,going,9,1.0
U0037,E0298,2026-01-30 12:53:44.427145,interested,8,0.8333333333333334
U0037,E0629,2025-12-22 12:53:44.427148,interested,8,0.8333333333333334
U0037,E0090,2026-01-31 12:53:44.427151,going,8,0.8333333333333334
U0037,E0856,2026-01-05 12:53:44.427154,going,7,0.6666666666666666
U0037,E0922,2026-01-06 12:53:44.427156,going,7,0.6666666666666666
U0037,E0935,2026-01-18 12:53:44.427159,going,9,1.0
U0037,E0881,2025-12-21 12:53:44.427162,interested,8,0.8333333333333334
U0037,E0440,2025-12-16 12:53:44.427164,interested,7,0.6666666666666666
U0037,E0414,2026-01-19 12:53:44.427167,going,7,0.6666666666666666
U0037,E0843,2026-01-31 12:53:44.427169,going,8,0.8333333333333334
U0037,E0270,2025-12-13 12:53:44.427171,going,7,0.6666666666666666
U0037,E0628,2026-01-04 12:53:44.427174,going,8,0.8333333333333334
U0037,E0584,2026-01-21 12:53:44.427176,interested,7,0.6666666666666666
U0038,E0303,2025-12-28 12:53:44.428980,going,7,0.6666666666666666
U0038,E0979,2026-01-16 12:53:44.428983,interested,7,0.6666666666666666
U0039,E0721,2026-01-30 12:53:44.430990,going,8,0.8333333333333334
U0039,E0126,2025-12-11 12:53:44.430994,going,7,0.6666666666666666
U0039,E0124,2026-01-13 12:53:44.430997,going,7,0.6666666666666666
U0039,E0950,2026-01-25 12:53:44.430999,interested,7,0.6666666666666666
U0039,E0456,2025-12-14 12:53:44.431002,interested,7,0.6666666666666666
U0040,E0824,2026-01-22 12:53:44.433480,going,9,1.0
U0040,E0916,2025-12-17 12:53:44.433483,going,9,1.0
U0040,E0097,2026-01-27 12:53:44.433486,interested,8,0.8333333333333334
U0040,E0868,2025-12-07 12:53:44.433489,going,8,0.8333333333333334
U0040,E0012,2026-01-21 12:53:44.433491,interested,8,0.8333333333333334
U0040,E0710,2025-12-26 12:53:44.433494,going,8,0.8333333333333334
U0040,E0495,2026-01-23 12:53:44.433496,going,7,0.6666666666666666
U0040,E0810,2026-01-02 12:53:44.433499,going,8,0.8333333333333334
U0040,E0536,2025-12-19 12:53:44.433501,going,8,0.8333333333333334
U0040,E0288,2026-02-01 12:53:44.433503,going,8,0.8333333333333334
U0040,E0888,2026-01-20 12:53:44.433506,going,9,1.0
U0040,E0614,2025-12-14 12:53:44.433508,interested,8,0.8333333333333334
U0040,E0226,2025-12-10 12:53:44.433511,interested,7,0.6666666666666666
U0041,E0888,2026-01-19 12:53:44.435418,going,8,0.8333333333333334
U0041,E0750,2026-01-28 12:53:44.435422,going,7,0.6666666666666666
U0041,E0869,2026-01-06 12:53:44.435425,interested,7,0.6666666666666666
U0042,E0303,2026-01-29 12:53:44.437387,interested,7,0.6666666666666666
U0042,E0790,2025-12-09 12:53:44.437390,interested,7,0.6666666666666666
U0042,E0999,2025-12-08 12:53:44.437393,going,7,0.6666666666666666
U0043,E0587,2025-12-30 12:53:44.439275,going,8,0.8333333333333334
U0043,E0464,2026-01-22 12:53:44.439278,going,7,0.6666666666666666
U0043,E0993,2025-12-14 12:53:44.439281,interested,7,0.6666666666666666
U0043,E0543,2025-12-26 12:53:44.439283,going,7,0.6666666666666666
U0043,E0772,2025-12-19 12:53:44.439286,interested,7,0.6666666666666666
U0043,E0329,2026-01-30 12:53:44.439288,interested,7,0.6666666666666666
U0043,E0608,2025-12-23 12:53:44.439291,going,7,0.6666666666666666
U0044,E0281,2026-01-31 12:53:44.441349,going,9,1.0
U0044,E0182,2025-12-25 12:53:44.441353,interested,8,0.8333333333333334
U0044,E0906,2026-01-20 12:53:44.441355,going,8,0.8333333333333334
U0044,E0071,2026-01-10 12:53:44.441358,going,8,0.8333333333333334
U0044,E0538,2025-12-30 12:53:44.441360,interested,7,0.6666666666666666
U0044,E0681,2026-01-05 12:53:44.441363,going,7,0.6666666666666666
U0045,E0654,2026-01-06 12:53:44.443395,going,8,0.8333333333333334
U0045,E0043,2025-12-24 12:53:44.443399,going,8,0.8333333333333334
U0045,E0327,2025-12-25 12:53:44.443401,going,8,0.8333333333333334
U0046,E0237,2026-01-21 12:53:44.445552,interested,8,0.8333333333333334
U0046,E0733,2026-01-21 12:53:44.445555,interested,8,0.8333333333333334
U0046,E0346,2026-01-18 12:53:44.445558,interested,8,0.8333333333333334
U0046,E0419,2026-01-08 12:53:44.445560,interested,8,0.8333333333333334
U0046,E0393,2026-01-30 12:53:44.445563,going,8,0.8333333333333334
U0046,E0368,2025-12-16 12:53:44.445565,interested,8,0.8333333333333334
U0047,E0968,2026-01-04 12:53:44.447866,going,8,0.8333333333333334
U0047,E0140,2026-01-06 12:53:44.447869,going,8,0.8333333333333334
U0047,E0680,2026-01-10 12:53:44.447872,going,7,0.6666666666666666
U0047,E0511,2025-12-15 12:53:44.447874,going,7,0.6666666666666666
U0047,E0740,2026-02-02 12:53:44.447877,going,8,0.8333333333333334
U0047,E0590,2026-01-21 12:53:44.447879,interested,7,0.6666666666666666
U0047,E0265,2026-01-20 12:53:44.447882,interested,7,0.6666666666666666
U0048,E0180,2025-12-06 12:53:44.449932,interested,8,0.8333333333333334
U0048,E0117,2026-02-02 12:53:44.449936,going,8,0.8333333333333334
U0048,E0722,2025-12-06 12:53:44.449938,going,7,0.6666666666666666
U0048,E0009,2026-01-19 12:53:44.449941,interested,7,0.6666666666666666
U0049,E0964,2025-12-27 12:53:44.452170,going,8,0.8333333333333334
U0049,E0196,2025-12-27 12:53:44.452174,going,8,0.8333333333333334
U0049,E0920,2025-12-12 12:53:44.452176,going,8,0.8333333333333334
U0049,E0396,2025-12-27 12:53:44.452179,going,7,0.6666666666666666
U0049,E0337,2026-01-17 12:53:44.452181,going,8,0.8333333333333334
U0049,E0173,2026-02-02 12:53:44.452184,going,7,0.6666666666666666
U0050,E0335,2026-01-08 12:53:44.454160,going,8,0.8333333333333334
U0050,E0758,2026-01-30 12:53:44.454164,going,9,1.0
U0051,E0843,2026-01-19 12:53:44.456109,going,8,0.8333333333333334
U0051,E0656,2026-01-06 12:53:44.456112,interested,8,0.8333333333333334
U0051,E0521,2026-01-25 12:53:44.456115,going,8,0.8333333333333334
U0051,E0569,2025-12-29 12:53:44.456118,going,7,0.6666666666666666
U0051,E0244,2025-12-18 12:53:44.456120,going,7,0.6666666666666666
U0051,E0478,2025-12-31 12:53:44.456123,going,7,0.6666666666666666
U0051,E0467,2026-01-14 12:53:44.456125,going,7,0.6666666666666666
U0051,E0870,2025-12-22 12:53:44.456128,interested,7,0.6666666666666666
U0051,E0650,2026-01-28 12:53:44.456131,going,7,0.6666666666666666
U0051,E0959,2026-02-01 12:53:44.456133,going,7,0.6666666666666666
U0052,E0537,2026-01-05 12:53:44.458585,interested,9,1.0
U0052,E0266,2026-01-22 12:53:44.458588,interested,9,1.0
U0052,E0752,2025-12-30 12:53:44.458591,interested,9,1.0
U0052,E0672,2026-01-16 12:53:44.458594,interested,9,1.0
U0052,E0666,2025-12-28 12:53:44.458596,going,9,1.0
U0052,E0718,2025-12-27 12:53:44.458599,going,8,0.8333333333333334
U0052,E0021,2026-01-27 12:53:44.458601,interested,8,0.8333333333333334
U0052,E0376,2025-12-27 12:53:44.458604,going,8,0.8333333333333334
U0052,E0145,2025-12-06 12:53:44.458607,interested,8,0.8333333333333334
U0052,E0688,2026-01-27 12:53:44.458610,going,8,0.8333333333333334
U0052,E0813,2025-12-10 12:53:44.458612,interested,8,0.8333333333333334
U0052,E0037,2026-01-03 12:53:44.458615,interested,8,0.8333333333333334
U0053,E0785,2026-01-23 12:53:44.460773,going,7,0.6666666666666666
U0053,E0820,2025-12-25 12:53:44.460779,going,7,0.6666666666666666
U0053,E0921,2025-12-09 12:53:44.460781,interested,7,0.6666666666666666
U0053,E0970,2026-01-05 12:53:44.460785,interested,7,0.6666666666666666
U0053,E0558,2025-12-08 12:53:44.460787,interested,7,0.6666666666666666
U0053,E0856,2025-12-07 12:53:44.460789,going,7,0.6666666666666666
U0054,E0428,2026-02-01 12:53:44.462993,going,8,0.8333333333333334
U0054,E0110,2026-01-04 12:53:44.462996,interested,9,1.0
U0054,E0372,2026-01-24 12:53:44.462999,interested,9,1.0
U0054,E0103,2026-01-18 12:53:44.463001,going,7,0.6666666666666666
U0054,E0244,2025-12-31 12:53:44.463004,going,7,0.6666666666666666
U0054,E0665,2026-01-20 12:53:44.463006,going,7,0.6666666666666666
U0055,E0388,2026-01-22 12:53:44.465168,going,8,0.8333333333333334
U0055,E0013,2025-12-26 12:53:44.465172,interested,7,0.6666666666666666
U0055,E0410,2026-01-12 12:53:44.465174,interested,7,0.6666666666666666
U0056,E0266,2026-01-23 12:53:44.467529,interested,8,0.8333333333333334
U0056,E0780,2026-01-31 12:53:44.467533,going,8,0.8333333333333334
U0056,E0707,2025-12-21 12:53:44.467535,going,7,0.6666666666666666
U0056,E0298,2026-01-23 12:53:44.467538,going,7,0.6666666666666666
U0056,E0970,2026-01-21 12:53:44.467540,interested,7,0.6666666666666666
U0056,E0884,2025-12-24 12:53:44.467543,going,8,0.8333333333333334
U0057,E0583,2026-01-01 12:53:44.469609,going,8,0.8333333333333334
U0057,E0700,2026-01-01 12:53:44.469617,going,7,0.6666666666666666
U0058,E0665,2025-12-07 12:53:44.471695,going,7,0.6666666666666666
U0058,E0850,2026-01-30 12:53:44.471704,going,7,0.6666666666666666
U0058,E0937,2026-01-31 12:53:44.471714,going,7,0.6666666666666666
U0058,E0746,2026-01-30 12:53:44.471725,going,7,0.6666666666666666
U0058,E0202,2026-01-08 12:53:44.471728,going,7,0.6666666666666666
U0059,E0388,2026-01-16 12:53:44.473873,going,8,0.8333333333333334
U0059,E0711,2026-01-14 12:53:44.473880,going,7,0.6666666666666666
U0059,E0746,2026-02-02 12:53:44.473883,interested,7,0.6666666666666666
U0059,E0503,2026-01-23 12:53:44.473885,interested,7,0.6666666666666666
U0059,E0274,2025-12-25 12:53:44.473888,going,7,0.6666666666666666
U0059,E0653,2025-12-18 12:53:44.473890,going,8,0.8333333333333334
U0059,E0118,2026-01-04 12:53:44.473893,interested,8,0.8333333333333334
U0060,E0386,2025-12-17 12:53:44.476258,going,8,0.8333333333333334
U0060,E0758,2026-01-08 12:53:44.476261,interested,8,0.8333333333333334
U0060,E0671,2025-12-15 12:53:44.476264,going,8,0.8333333333333334
U0060,E0333,2026-01-30 12:53:44.476266,going,8,0.8333333333333334
U0060,E0285,2026-01-30 12:53:44.476269,going,8,0.8333333333333334
U0060,E0729,2026-02-02 12:53:44.476271,going,8,0.8333333333333334
U0060,E0222,2025-12-30 12:53:44.476274,interested,8,0.8333333333333334
U0060,E0314,2025-12-21 12:53:44.476276,going,9,1.0
U0060,E0654,2025-12-30 12:53:44.476279,interested,8,0.8333333333333334
U0060,E0634,2025-12-14 12:53:44.476282,going,7,0.6666666666666666
U0061,E0834,2025-12-21 12:53:44.478203,going,8,0.8333333333333334
U0063,E0740,2026-01-22 12:53:44.482298,going,8,0.8333333333333334
U0063,E0025,2026-01-03 12:53:44.482301,interested,7,0.6666666666666666
U0063,E0008,2026-01-22 12:53:44.482304,interested,7,0.6666666666666666
U0063,E0521,2026-01-09 12:53:44.482307,going,8,0.8333333333333334
U0063,E0657,2025-12-16 12:53:44.482309,going,7,0.6666666666666666
U0063,E0490,2025-12-07 12:53:44.482312,interested,7,0.6666666666666666
U0064,E0873,2026-01-23 12:53:44.484476,interested,8,0.8333333333333334
U0064,E0391,2026-01-16 12:53:44.484479,going,8,0.8333333333333334
U0064,E0502,2025-12-27 12:53:44.484482,going,9,1.0
U0064,E0371,2025-12-15 12:53:44.484484,interested,8,0.8333333333333334
U0064,E0266,2025-12-05 12:53:44.484486,interested,9,1.0
U0064,E0602,2026-01-18 12:53:44.484489,going,8,0.8333333333333334
U0064,E0431,2025-12-17 12:53:44.484491,going,7,0.6666666666666666
U0064,E0114,2025-12-08 12:53:44.484494,going,8,0.8333333333333334
U0064,E0733,2025-12-18 12:53:44.484496,going,7,0.6666666666666666
U0064,E0247,2025-12-13 12:53:44.484499,going,8,0.8333333333333334
U0064,E0927,2026-01-25 12:53:44.484501,interested,7,0.6666666666666666
U0064,E0753,2026-01-13 12:53:44.484504,going,7,0.6666666666666666
U0064,E0821,2026-01-09 12:53:44.484506,going,7,0.6666666666666666
U0064,E0745,2026-01-21 12:53:44.484509,going,7,0.6666666666666666
U0064,E0900,2025-12-27 12:53:44.484512,going,7,0.6666666666666666
U0065,E0583,2026-01-13 12:53:44.486571,going,8,0.8333333333333334
U0065,E0040,2026-01-10 12:53:44.486575,interested,8,0.8333333333333334
U0065,E0068,2025-12-13 12:53:44.486584,going,8,0.8333333333333334
U0065,E0700,2026-01-20 12:53:44.486587,going,7,0.6666666666666666
U0065,E0302,2026-02-01 12:53:44.486589,going,7,0.6666666666666666
U0065,E0380,2025-12-28 12:53:44.486592,going,7,0.6666666666666666
U0065,E0729,2026-01-20 12:53:44.486600,interested,7,0.6666666666666666
U0066,E0106,2026-01-01 12:53:44.488640,going,8,0.8333333333333334
U0066,E0201,2025-12-20 12:53:44.488643,going,8,0.8333333333333334
U0066,E0916,2026-01-27 12:53:44.488646,interested,8,0.8333333333333334
U0066,E0962,2026-01-22 12:53:44.488648,going,8,0.8333333333333334
U0067,E0350,2026-01-17 12:53:44.490784,going,8,0.8333333333333334
U0067,E0723,2025-12-19 12:53:44.490792,interested,8,0.8333333333333334
U0067,E0653,2026-02-02 12:53:44.490795,interested,8,0.8333333333333334
U0067,E0556,2026-01-22 12:53:44.490798,going,7,0.6666666666666666
U0067,E0268,2025-12-31 12:53:44.490801,going,8,0.8333333333333334
U0067,E0859,2025-12-08 12:53:44.490803,going,7,0.6666666666666666
U0067,E0724,2025-12-27 12:53:44.490806,interested,7,0.6666666666666666
U0068,E0902,2026-01-12 12:53:44.492746,going,8,0.8333333333333334
U0069,E0350,2025-12-27 12:53:44.494873,interested,8,0.8333333333333334
U0069,E0723,2026-01-26 12:53:44.494877,going,8,0.8333333333333334
U0069,E0118,2025-12-23 12:53:44.494879,going,8,0.8333333333333334
U0069,E0724,2025-12-10 12:53:44.494882,going,7,0.6666666666666666
U0069,E0902,2026-01-15 12:53:44.494884,going,8,0.8333333333333334
U0069,E0268,2025-12-06 12:53:44.494887,going,8,0.8333333333333334
U0069,E0265,2026-01-04 12:53:44.494897,going,7,0.6666666666666666
U0069,E0156,2026-01-25 12:53:44.494905,interested,7,0.6666666666666666
U0069,E0670,2026-01-27 12:53:44.494908,going,7,0.6666666666666666
U0070,E0672,2026-01-16 12:53:44.497041,going,8,0.8333333333333334
U0070,E0429,2026-01-26 12:53:44.497045,going,8,0.8333333333333334
U0070,E0266,2025-12-12 12:53:44.497047,going,8,0.8333333333333334
U0070,E0855,2026-01-17 12:53:44.497050,interested,7,0.6666666666666666
U0070,E0390,2025-12-06 12:53:44.497053,interested,7,0.6666666666666666
U0070,E0473,2025-12-25 12:53:44.497055,interested,7,0.6666666666666666
U0070,E0663,2026-01-29 12:53:44.497065,interested,7,0.6666666666666666
U0071,E0250,2026-01-09 12:53:44.499125,going,8,0.8333333333333334
U0071,E0779,2025-12-19 12:53:44.499128,going,9,1.0
U0071,E0350,2026-01-21 12:53:44.499131,going,8,0.8333333333333334
U0071,E0156,2026-02-02 12:53:44.499133,interested,7,0.6666666666666666
U0072,E0740,2025-12-27 12:53:44.501215,going,8,0.8333333333333334
U0072,E0175,2026-01-03 12:53:44.501218,going,7,0.6666666666666666
U0072,E0823,2026-01-09 12:53:44.501220,going,7,0.6666666666666666
U0072,E0570,2026-01-24 12:53:44.501223,going,7,0.6666666666666666
U0073,E0508,2025-12-05 12:53:44.503285,going,7,0.6666666666666666
U0073,E0731,2026-01-15 12:53:44.503288,going,7,0.6666666666666666
U0074,E0387,2025-12-16 12:53:44.505134,interested,7,0.6666666666666666
U0074,E0336,2026-01-19 12:53:44.505137,interested,7,0.6666666666666666
